layer_idx,step_idx,head_idx,plane_idx,reads_count
5,0,1,31,13
5,0,2,0,12
5,0,2,1,9
5,0,2,2,9
5,0,2,3,13
5,0,2,4,11
5,0,2,5,11
5,0,2,6,9
5,0,2,7,12
5,0,2,8,9
5,0,2,9,11
5,0,2,10,13
5,0,2,11,12
5,0,2,12,6
5,0,2,13,14
5,0,2,14,9
5,0,2,15,10
5,0,2,16,10
5,0,2,17,9
5,0,2,18,15
5,0,2,19,13
5,0,2,20,12
5,0,2,21,11
5,0,2,22,11
5,0,2,23,15
5,0,2,24,8
5,0,2,25,15
5,0,2,26,15
5,0,2,27,14
5,0,2,28,13
5,0,2,29,11
5,0,2,30,9
